Freq.	V(out3)
4.19580580580581e+02	1.52614856339233e+00,2.58033895545979e-01
4.20080080080080e+02	1.52625703143878e+00,2.57722142568901e-01
4.20579579579580e+02	1.52636509098539e+00,2.57411142805281e-01
4.21079079079079e+02	1.52647274410319e+00,2.57100893530831e-01
4.21578578578579e+02	1.52657999284998e+00,2.56791392034292e-01
4.22078078078078e+02	1.52668683927043e+00,2.56482635617356e-01
4.22577577577578e+02	1.52679328539621e+00,2.56174621594595e-01
4.23077077077077e+02	1.52689933324603e+00,2.55867347293375e-01
4.23576576576577e+02	1.52700498482581e+00,2.55560810053795e-01
4.24076076076076e+02	1.52711024212871e+00,2.55255007228598e-01
4.24575575575576e+02	1.52721510713529e+00,2.54949936183110e-01
4.25075075075075e+02	1.52731958181355e+00,2.54645594295153e-01
4.25574574574575e+02	1.52742366811908e+00,2.54341978954988e-01
4.26074074074074e+02	1.52752736799511e+00,2.54039087565225e-01
4.26573573573574e+02	1.52763068337262e+00,2.53736917540765e-01
4.27073073073073e+02	1.52773361617045e+00,2.53435466308722e-01
4.27572572572573e+02	1.52783616829536e+00,2.53134731308351e-01
4.28072072072072e+02	1.52793834164215e+00,2.52834709990981e-01
4.28571571571572e+02	1.52804013809374e+00,2.52535399819941e-01
4.29071071071071e+02	1.52814155952126e+00,2.52236798270496e-01
4.29570570570571e+02	1.52824260778413e+00,2.51938902829773e-01
4.30070070070070e+02	1.52834328473017e+00,2.51641710996691e-01
4.30569569569570e+02	1.52844359219565e+00,2.51345220281899e-01
4.31069069069069e+02	1.52854353200544e+00,2.51049428207702e-01
4.31568568568569e+02	1.52864310597303e+00,2.50754332307998e-01
4.32068068068068e+02	1.52874231590064e+00,2.50459930128210e-01
4.32567567567568e+02	1.52884116357932e+00,2.50166219225216e-01
4.33067067067067e+02	1.52893965078902e+00,2.49873197167289e-01
4.33566566566567e+02	1.52903777929867e+00,2.49580861534029e-01
4.34066066066066e+02	1.52913555086626e+00,2.49289209916293e-01
4.34565565565566e+02	1.52923296723895e+00,2.48998239916142e-01
4.35065065065065e+02	1.52933003015310e+00,2.48707949146763e-01
4.35564564564565e+02	1.52942674133441e+00,2.48418335232416e-01
4.36064064064064e+02	1.52952310249793e+00,2.48129395808365e-01
4.36563563563564e+02	1.52961911534821e+00,2.47841128520817e-01
4.37063063063063e+02	1.52971478157933e+00,2.47553531026860e-01
4.37562562562563e+02	1.52981010287499e+00,2.47266600994399e-01
4.38062062062062e+02	1.52990508090861e+00,2.46980336102097e-01
4.38561561561562e+02	1.52999971734337e+00,2.46694734039310e-01
4.39061061061061e+02	1.53009401383229e+00,2.46409792506031e-01
4.39560560560561e+02	1.53018797201833e+00,2.46125509212825e-01
4.40060060060060e+02	1.53028159353445e+00,2.45841881880772e-01
4.40559559559560e+02	1.53037488000368e+00,2.45558908241408e-01
4.41059059059059e+02	1.53046783303919e+00,2.45276586036659e-01
4.41558558558559e+02	1.53056045424439e+00,2.44994913018793e-01
4.42058058058058e+02	1.53065274521295e+00,2.44713886950355e-01
4.42557557557558e+02	1.53074470752893e+00,2.44433505604105e-01
4.43057057057057e+02	1.53083634276678e+00,2.44153766762971e-01
4.43556556556557e+02	1.53092765249151e+00,2.43874668219984e-01
4.44056056056056e+02	1.53101863825864e+00,2.43596207778223e-01
4.44555555555556e+02	1.53110930161437e+00,2.43318383250757e-01
4.45055055055055e+02	1.53119964409560e+00,2.43041192460594e-01
4.45554554554555e+02	1.53128966722998e+00,2.42764633240617e-01
4.46054054054054e+02	1.53137937253603e+00,2.42488703433537e-01
4.46553553553554e+02	1.53146876152317e+00,2.42213400891832e-01
4.47053053053053e+02	1.53155783569177e+00,2.41938723477694e-01
4.47552552552553e+02	1.53164659653327e+00,2.41664669062979e-01
4.48052052052052e+02	1.53173504553020e+00,2.41391235529146e-01
4.48551551551552e+02	1.53182318415626e+00,2.41118420767207e-01
4.49051051051051e+02	1.53191101387637e+00,2.40846222677672e-01
4.49550550550551e+02	1.53199853614675e+00,2.40574639170501e-01
4.50050050050050e+02	1.53208575241498e+00,2.40303668165045e-01
4.50549549549550e+02	1.53217266412005e+00,2.40033307589998e-01
4.51049049049049e+02	1.53225927269243e+00,2.39763555383344e-01
4.51548548548549e+02	1.53234557955415e+00,2.39494409492304e-01
4.52048048048048e+02	1.53243158611881e+00,2.39225867873287e-01
4.52547547547548e+02	1.53251729379169e+00,2.38957928491839e-01
4.53047047047047e+02	1.53260270396977e+00,2.38690589322589e-01
4.53546546546547e+02	1.53268781804185e+00,2.38423848349206e-01
4.54046046046046e+02	1.53277263738852e+00,2.38157703564340e-01
4.54545545545546e+02	1.53285716338228e+00,2.37892152969580e-01
4.55045045045045e+02	1.53294139738761e+00,2.37627194575402e-01
4.55544544544545e+02	1.53302534076095e+00,2.37362826401118e-01
4.56044044044044e+02	1.53310899485085e+00,2.37099046474831e-01
4.56543543543544e+02	1.53319236099796e+00,2.36835852833384e-01
4.57043043043043e+02	1.53327544053511e+00,2.36573243522314e-01
4.57542542542543e+02	1.53335823478737e+00,2.36311216595805e-01
4.58042042042042e+02	1.53344074507208e+00,2.36049770116637e-01
4.58541541541542e+02	1.53352297269894e+00,2.35788902156141e-01
4.59041041041041e+02	1.53360491897004e+00,2.35528610794153e-01
4.59540540540541e+02	1.53368658517991e+00,2.35268894118969e-01
4.60040040040040e+02	1.53376797261559e+00,2.35009750227294e-01
4.60539539539540e+02	1.53384908255668e+00,2.34751177224200e-01
4.61039039039039e+02	1.53392991627536e+00,2.34493173223082e-01
4.61538538538539e+02	1.53401047503649e+00,2.34235736345605e-01
4.62038038038038e+02	1.53409076009764e+00,2.33978864721670e-01
4.62537537537538e+02	1.53417077270912e+00,2.33722556489360e-01
4.63037037037037e+02	1.53425051411406e+00,2.33466809794901e-01
4.63536536536537e+02	1.53432998554846e+00,2.33211622792615e-01
4.64036036036036e+02	1.53440918824122e+00,2.32956993644878e-01
4.64535535535536e+02	1.53448812341419e+00,2.32702920522078e-01
4.65035035035035e+02	1.53456679228223e+00,2.32449401602565e-01
4.65534534534535e+02	1.53464519605326e+00,2.32196435072616e-01
4.66034034034034e+02	1.53472333592831e+00,2.31944019126389e-01
4.66533533533534e+02	1.53480121310155e+00,2.31692151965879e-01
4.67033033033033e+02	1.53487882876034e+00,2.31440831800878e-01
4.67532532532533e+02	1.53495618408530e+00,2.31190056848932e-01
4.68032032032032e+02	1.53503328025034e+00,2.30939825335302e-01
4.68531531531532e+02	1.53511011842268e+00,2.30690135492918e-01
4.69031031031031e+02	1.53518669976297e+00,2.30440985562340e-01
4.69530530530531e+02	1.53526302542524e+00,2.30192373791720e-01
4.70030030030030e+02	1.53533909655703e+00,2.29944298436758e-01
4.70529529529530e+02	1.53541491429937e+00,2.29696757760662e-01
4.71029029029029e+02	1.53549047978686e+00,2.29449750034109e-01
4.71528528528529e+02	1.53556579414771e+00,2.29203273535204e-01
4.72028028028028e+02	1.53564085850379e+00,2.28957326549442e-01
4.72527527527528e+02	1.53571567397063e+00,2.28711907369669e-01
4.73027027027027e+02	1.53579024165751e+00,2.28467014296040e-01
4.73526526526527e+02	1.53586456266750e+00,2.28222645635981e-01
4.74026026026026e+02	1.53593863809748e+00,2.27978799704156e-01
4.74525525525526e+02	1.53601246903819e+00,2.27735474822418e-01
4.75025025025025e+02	1.53608605657426e+00,2.27492669319782e-01
4.75524524524525e+02	1.53615940178428e+00,2.27250381532380e-01
4.76024024024024e+02	1.53623250574083e+00,2.27008609803426e-01
4.76523523523524e+02	1.53630536951049e+00,2.26767352483175e-01
4.77023023023023e+02	1.53637799415393e+00,2.26526607928896e-01
4.77522522522523e+02	1.53645038072592e+00,2.26286374504822e-01
4.78022022022022e+02	1.53652253027536e+00,2.26046650582120e-01
4.78521521521522e+02	1.53659444384534e+00,2.25807434538858e-01
4.79021021021021e+02	1.53666612247319e+00,2.25568724759959e-01
4.79520520520521e+02	1.53673756719047e+00,2.25330519637176e-01
4.80020020020020e+02	1.53680877902307e+00,2.25092817569047e-01
4.80519519519520e+02	1.53687975899120e+00,2.24855616960866e-01
4.81019019019019e+02	1.53695050810945e+00,2.24618916224642e-01
4.81518518518519e+02	1.53702102738682e+00,2.24382713779072e-01
4.82018018018018e+02	1.53709131782676e+00,2.24147008049494e-01
4.82517517517518e+02	1.53716138042721e+00,2.23911797467865e-01
4.83017017017017e+02	1.53723121618064e+00,2.23677080472719e-01
4.83516516516517e+02	1.53730082607407e+00,2.23442855509134e-01
4.84016016016016e+02	1.53737021108910e+00,2.23209121028699e-01
4.84515515515516e+02	1.53743937220200e+00,2.22975875489480e-01
4.85015015015015e+02	1.53750831038367e+00,2.22743117355985e-01
4.85514514514515e+02	1.53757702659973e+00,2.22510845099134e-01
4.86014014014014e+02	1.53764552181054e+00,2.22279057196219e-01
4.86513513513514e+02	1.53771379697122e+00,2.22047752130882e-01
4.87013013013013e+02	1.53778185303169e+00,2.21816928393069e-01
4.87512512512513e+02	1.53784969093674e+00,2.21586584479007e-01
4.88012012012012e+02	1.53791731162600e+00,2.21356718891170e-01
4.88511511511512e+02	1.53798471603402e+00,2.21127330138243e-01
4.89011011011011e+02	1.53805190509029e+00,2.20898416735094e-01
4.89510510510511e+02	1.53811887971929e+00,2.20669977202738e-01
4.90010010010010e+02	1.53818564084047e+00,2.20442010068311e-01
4.90509509509510e+02	1.53825218936836e+00,2.20214513865035e-01
4.91009009009009e+02	1.53831852621252e+00,2.19987487132185e-01
4.91508508508508e+02	1.53838465227764e+00,2.19760928415062e-01
4.92008008008008e+02	1.53845056846355e+00,2.19534836264961e-01
4.92507507507508e+02	1.53851627566523e+00,2.19309209239139e-01
4.93007007007007e+02	1.53858177477286e+00,2.19084045900784e-01
4.93506506506507e+02	1.53864706667185e+00,2.18859344818987e-01
4.94006006006006e+02	1.53871215224288e+00,2.18635104568711e-01
4.94505505505506e+02	1.53877703236191e+00,2.18411323730762e-01
4.95005005005005e+02	1.53884170790022e+00,2.18188000891754e-01
4.95504504504504e+02	1.53890617972444e+00,2.17965134644089e-01
4.96004004004004e+02	1.53897044869660e+00,2.17742723585918e-01
4.96503503503504e+02	1.53903451567412e+00,2.17520766321118e-01
4.97003003003003e+02	1.53909838150986e+00,2.17299261459260e-01
4.97502502502503e+02	1.53916204705215e+00,2.17078207615581e-01
4.98002002002002e+02	1.53922551314485e+00,2.16857603410957e-01
4.98501501501502e+02	1.53928878062730e+00,2.16637447471870e-01
4.99001001001001e+02	1.53935185033442e+00,2.16417738430385e-01
4.99500500500500e+02	1.53941472309671e+00,2.16198474924117e-01
5.00000000000000e+02	1.53947739974029e+00,2.15979655596208e-01
